req	id	src_section	src_lines	kind	actor	condition	obligation	exceptions	dest	a1_dest	disposition	multi_actor	tag	note	text
REQ-058	S1-067	Requestable Denial Context	296	keyword-free	Definition	-	`context.evaluation_id` is a string returned by the PDP and echoed by the PEP as `denial.evaluation_id`	-	5	5	stay	no	definition	JSON member definition whose body begins with a type; keyword-free, added per plan Section 5	A PDP returns `evaluation_id` as a member of the AuthZEN Decision Context: `context.evaluation_id`, a string.  The PEP echoes the captured identifier as `denial.evaluation_id` when submitting an Access Request.
REQ-059	S1-026	Requestable Denial Context	298	keyword	PDP	PDP emits `evaluation_id`	`evaluation_id` MUST be stable; SHOULD be namespace-unique; MAY be reused only after the binding window, which MUST NOT outlast `expires_at`	-	5	5	stay	no	alternative	Plan names stability, reuse, and binding-window rules for 11. Second reader may note 261 permits a signed-form PDP to emit `evaluation_id` for audit, where stability still applies; treated as audit quality rather than Part I safety, so not escalated | round 3: 261 and 1082 cite {{evaluation-identifier}} for the stability rule, and 261 says the recommendation is not conditioned on shared state; stays in 5	`evaluation_id` MUST be stable for a given evaluation: subsequent retrievals or echoes of the same evaluation MUST return the same identifier. PDPs SHOULD generate identifiers that are unique within the PDP's namespace (for example, ULIDs or UUIDs). An identifier MAY be reused across distinct evaluations only after the original evaluation's binding window has expired. The binding window is the period during which the Access Request Service can resolve or validate the identifier for Access Request submission; it MUST NOT extend beyond `context.access_request.expires_at`.
REQ-060	S1-027	Requestable Denial Context	300	keyword	PDP	`context.access_request` returned without an integrity-protected `binding_token`	PDP MUST include `evaluation_id` as verifiable denial-binding material	Applies only to shared-state deployments	5	5	stay	no	alternative	By-reference form; Part I signed-flow PDPs always carry a `binding_token` and are unaffected | round 3: 261 and 1082 cite {{evaluation-identifier}} for the stability rule, and 261 says the recommendation is not conditioned on shared state; stays in 5	A PDP that returns `context.access_request` without an integrity-protected `binding_token` MUST include `evaluation_id` so the Access Request Service has verifiable denial-binding material; this is the by-reference form and applies only to shared-state deployments ({{requestable-denial-context}}).
REQ-061	S1-028	Requestable Denial Context	302	keyword	Profile	Bridging profile's uniqueness, stability, and binding-window requirements match	Bridging profiles MAY use `evaluation_id` directly as the transaction-binding identifier	-	5	5	stay	no	alternative	Plan Evaluation Identifier row assigns the bridging rule to 11 | round 3: 261 and 1082 cite {{evaluation-identifier}} for the stability rule, and 261 says the recommendation is not conditioned on shared state; stays in 5	Profiles that bridge to specifications using a transaction-binding identifier (for example, a token-issuance profile whose underlying specification carries a separate transaction identifier claim) MAY use `evaluation_id` directly as that identifier when its uniqueness, stability, and binding-window properties match the consuming specification's requirements.
REQ-062	S1-029	Requestable Denial Context	304	keyword	PDP	-	PDP MAY return `context.evaluated_at`, an RFC 3339 timestamp of when the Decision was produced	-	5	5	stay	no	core	Plan Evaluation Identifier row assigns the `evaluated_at` definition (304) to 5	A PDP MAY return `evaluated_at` as a member of the AuthZEN Decision Context: `context.evaluated_at`, an {{RFC3339}} timestamp indicating when the Decision was produced. The PEP echoes the captured timestamp as `denial.evaluated_at` when submitting an Access Request.
REQ-063	S1-030	Machine-Readable Forms	308	keyword	PEP	Deployment includes neither `form_url` nor `request_schema_url`	PEP MAY omit form-schema processing entirely	-	20	20	stay	no	feature	-	The OPTIONAL `form_url` and `request_schema_url` members of the `access_request` object ({{requestable-denial-context}}) describe additional submission fields the Access Request Service expects beyond those produced by the original AuthZEN Authorization API evaluation. PEPs interacting with deployments that do not include either member MAY omit form-schema processing entirely.
REQ-064	S1-068	Machine-Readable Forms	310	keyword-free	Definition	-	`form_url` identifies a form hosted by the Access Request Service or a trusted service, for PEPs rendering to a human	-	20	20	stay	no	definition	Descriptive restatement of the member definition at 248-249 (S1-019). Both land in 20, so a merge is editorial; not marked consolidate because neither carries an obligation and the plan's Section 6 list does not name the pair	* `form_url` identifies a form hosted by the Access Request Service or a service it trusts, suitable for PEPs that render the form for a human user.
REQ-065	S1-069	Machine-Readable Forms	311	keyword-free	Definition	-	`request_schema_url` identifies a machine-readable description of the same augmentations, for autonomous PEPs	-	20	20	stay	no	definition	Descriptive restatement of the member definition at 251-252 (S1-020); same reasoning as S1-068	* `request_schema_url` identifies a machine-readable description of the same augmentations, suitable for autonomous PEPs and for PEPs that render forms natively against a schema.
REQ-066	S1-031	Machine-Readable Forms	313	keyword	PEP	Schema requires information the PEP cannot obtain or is not authorized to supply	PEP MUST NOT fabricate values or submit incomplete; MUST surface, hand off, or treat the denial as not requestable	-	20	20	stay	yes	feature	COLLISION: Part I test (rule 2) vs plan Part II row. Resolved to 20 because 1059 independently carries the same encounter obligation into Part I, so a Part I implementation obeying 1059 is correct and safe. Consolidation with 1059 REJECTED: 313 adds three alternatives (surface, hand off, treat as not requestable) that 1059 lacks - fails the same-exceptions test. Deployment-actor sentence split to S1-040 Disposition is split-row; the unit stays in 20.	When a deployment expects autonomous PEP submissions, the requestable denial SHOULD include `request_schema_url` referencing a JSON Schema {{I-D.bhutton-json-schema}} {{I-D.bhutton-json-schema-validation}} document that describes the augmentations the PEP MUST add to the submission's `context` and `requested_access` objects. An autonomous PEP MAY consume the schema directly to construct a valid submission. If the schema requires information the PEP cannot obtain or is not authorized to supply, the PEP MUST NOT fabricate values or submit an incomplete request; it MUST either surface the request for additional input, hand it to another authorized component, or treat the denial as not requestable by that PEP.
REQ-067	S1-040	Machine-Readable Forms	313	keyword	Deployment	Deployment expects autonomous PEP submissions	Requestable denial SHOULD include `request_schema_url` referencing a JSON Schema describing the required augmentations	-	20	20	stay	yes	feature	Second actor of the unit at 313; same src_lines and dest as S1-031 Disposition is split-row; the unit stays in 20.	When a deployment expects autonomous PEP submissions, the requestable denial SHOULD include `request_schema_url` referencing a JSON Schema document that describes the augmentations the PEP MUST add to the submission's `context` and `requested_access` objects.
REQ-068	S1-032	Machine-Readable Forms	315	keyword	Implementation	Platform uses a proprietary form description language	Implementations MAY publish a derived JSON Schema, which SHOULD suffice for an autonomous PEP to construct a conformant submission	Some loss of fidelity is expected; rendering detail remains in `form_url`	20	20	stay	no	feature	-	Many existing IGA, ITSM, and approval platforms already use proprietary form description languages. Implementations built on top of such platforms MAY publish a JSON Schema document derived from their native form description. Some loss of fidelity is expected when translating between form description languages; the JSON Schema referenced by `request_schema_url` SHOULD provide enough information for an autonomous PEP to construct a conformant submission, while richer rendering, widget, and interaction details remain in `form_url`.
